commentText,Label
"This is how a Qualified, dignified young leaders speak and answer every question in upliftment of the Nation despite Win or Loose and Ruling or Opposition party. Not just like a mere Chaiwala just mere giving jumlaas, fooling the public and so called his bhakts follow blindly.",1
Both are gold and real hero of our country,1
Waao nice to listen theses two.young.congress leaders well on the ground..using basic and rise most valuable mudda which people wants..he know well what people dream..they both r the bhaivsya of congress party..i m fan already but now by see this interview..i hv respect also for them..hope we all did change for our country progress.and again our country to be on Right track.which mislead by rss.bjp and our pheku pm modi.,1
Both are golden of Congress,1
bjp are always hunger in desperation n hunger for vote n power.,1
Excellent debate congress is more decent n all round than bjp.,1
Educated leader's meaningful debate..abki baar congress sarkar,1
jai congress,1
Feels good to see that our country does have politicians who know the meaning of debate and do not escape questions or mislead by presenting fabricated facts and are equally concerned about the security and integrity of the nation. Otherwise I thought nowadays debates in platforms like this is all about shouting and avoiding one's liability by pointing at history and giving excuse of other's failure for not performing on promises.,1
"If these guys come in to congress leadership above rahul/priyanka, congress party will have a new face, new direction and new outlook and go back to it's golden era.",1
Wow.... brilliant young congress leaders hope these youngsters will  be part of next 2019 Government.,1
My vote goes to Congress only when either of these two dynamic leader's are given the chance to become prime minister of this country......,1
"They are very talented, this is what we actually want in debate... Not like arnab goswami idiot....",1
Tiger of our india..superb style to talk...,1
"Smart yes, two buckaroos are Sonia asslickers.",1
Difference between Swamis vs Educated literate politicians.,1
Young government congress,1
"These are real leaders, educated and well mannered unlike modi sarkar which is filled with pigs.",1
"These kids are good but need more grooming. Unfortunately, Congress has no good leaders left.",0
India need youth leaders like this,1
Great speech Sir you are great leader s,1
"BJP and Mr Modi have done many brave and good things which were not done earlier. Hence, congress and it's big head can not replace him!",0
Gaddar Family.. King of Gwalior Jayajirao Scindia  had gone against his own country and accepted defeat in the hands of British without fighting. He back stabbed Lakshmi Bai and Tantia Top.  The same family which is responsible for betraying Lakshmi Bai is even today enjoying the power and glory. Madhav Rao Scindia was the minister in the Union government of Congress and his son Jyotiraditya Scindia even today sits in the Parliament backing Rahul Gandhi and Sonia Gandhi.,0
Only congress can save the democracy of our nation because they have vision.,1
Congress big mouth and less work   as usual...ðŸ˜ðŸ˜ðŸ˜ðŸ˜,0
"They speak well, no doubts about it. But very hollow speech that lacks any content or depth.",0
"Hope both of them will be the great leaders for every Indians, not only for the Congress party",1
Hate them if you want. Congress will survive your hate. ðŸ˜‰,0
good leaders,1
These two looks good and deserving but they are definitely on wrong side. They can start third front. Far more mature than Rahul gandhi ðŸ™ don't go with gandhi name plate,0
Bjp leaders must learned how to behave in a talk show by these two young energetic politicians.Hats off them.,1
in these both one should be a PM better option than rahul gandhi they are young leader and understand the problem of the nation,0
It's hilarious looking at these scripted comments. Man the Congress is in for a rude awakening in the polls,1
"We need more leaders like this for our nation. !! Not like Liars, killers and people who make fool their followers !! Jai Congress ! Jai hind !!!",1
Ur in scams party that is ur sin no more congress in India,0
this are called educated peoples...congress leaders are all educated ...and are well mannered persons...this are the future ministers of india..because this is rahul gandhis team...this peoples talk fluent english..so imagine if this are the leaders of our country..what an impact and impressons this ministers will leave on other country  as indian ministers....we need people like this in parliament of india....not like bjp all goons..and speak hate.....,1
this is what congress party. uneducated illitarate people and foolish thoughts . bjp should be defeted and never give chance to bjp bjp cheated many states like AP,1
No matter what they are capable of eventually they will fall in the lap of Gandhiâ€™s,0
nice..and best conversation..brave and courageous man to take the hard questions,1
What was CONGRESS doing all these years ?,0
"THE DIFFERENCE BETWEEN CONGRESS AND BJP  - NDA MODI SARKAR IS CONGRESS  IS JUST A ""THINKER"" AND BJP - NDA MODI JI IS ""MAN THINKIMG"" !",0
"I was listening the video just to watch that part where modi modi chanting was there but ""so called courageous congress"" has edited that part.",0
In last 60 years before 2014 why couldn't you create jobs or change the education system. Bloody fool and trying to make others fool,0
People are not fools to vote for the CONGRESS .,0
"VIJAY MALLYA, NIRAV MODI MEHUL CHOKSI WERE GIVEN MONEY BY THE CONGRESS UNDER THE SANCTION OF P. CHIDAMBARAM AND RAGA . ANIL  AMBANI HAS NO ROLE TO PLAY . RAGA IS LYING THROUGH HIS TEETH .HE THINKS PEOPLE ARE FOOLS . RAGA KANDHAN HAS BEEN LOOTING OUR COUNTRY FOR THE LAST 70 LONG YEARS .",0
"Inc has only sone 420k subscribers in Yt but bjp has 1m+ subscribers
This shows that bjp will win again
#voteforbjp
#modiagain",0
Rahul better than Modi,1
I love Rahulji,1
"You know Tushar Kapoor after multiple breaks by his sis even he has developed some talent..and this RaGa he has been on top of Congress party since more than a decade and trained by top leaders, officers, etc do we 130 crore people need such fake leader's",0
"The present generations don't know about the cream institutions created by Congress government. Please elaborate on AIIMS, IIT, ISRO, BARC, IIM ,ATOMIC ENERGY COMMISSION and other scientific and socio-economic institutions established in Congress era . Rahul Gandhi should inform the youth what qualitative work done and already achieved by Congress government in his conversations with people especially the youth.",0
Why people r crying every questionâ“ðŸ™‹ðŸ™‹,0
"Does anyone ask how many Jobs were created during the last 60 yrs. of Congress regime?
First, Every year since 1947 unemployment has been a growingÂ issue. Job creation could not keep pace with population growth. 
Secondly, the unemployed that were left out each year got piled up over the years making it a geometric progression of unemployed youth, which has resulted in today's employment woes. Although this has been the case for many years people's expectations from BJP is more than from Congress since most have lost hopes on Congress. Now it is just a perception battle and competition of spreading maximum lies. 
Appeasement, reservation, minorities comm, sops based on religion + other communal policies of @INCIndia has injected too much poison in every Indian for 60+yrs & destroyed its social fabric.
Now u can see everyone vomiting poison all over since the advent of Social Media. Peoples real feelings which remained suppressed for so many years are now out in the open and stand exposed.",0
Superb SirâœŒâœŒ Rahul GandhiâœŒ,1
"ARISE AWAKE, STOP NOT TILL TJE GOAL IS REACHED BJP - NDA MODI SARKAR .",0
"why did you not pick students randomly instead of selecting their names in advance written on a paper, so it is framed questions am i right Mr.RahulGandhi.",0
"Congress's coming back welcomeðŸ˜ŠðŸ˜ŠðŸ˜ðŸ˜ðŸ˜
Modi he is a  rich chowkidar not about poor",1
This person is very good and always talks on ground level .... not like feku chacha... hope congress will form the govt,1
Rahul Gandhi our super hero,1
Job loss of bsnl employees  this year namo jio,0
Great leader with great thoughts,1
"Where the mind is without fear and the head is held high; into that heaven of freedom, my father, let my country awake -i.e. congress rule!",1
the unique star of future india,1
Congress appoints Shakti Gohel as a prabhari of Bihar who even cannot win MLA seat in Gujarat,0
As long as this JOKER is  Congress party's president BJP goning to have balle balle,0
Our dear adarniya rahul ji taking out poor since old times. Us should support only rahul g because jindabad jindabad,1
"Modi lied abt money.... our dear rahulg will 72000 crores to everone in poor league in india...
Rahul gandhi jindabad. Jindabad jindabad",1
"Only and only our dear adarniya educated intelligent the best pm of India rahulg is TRUTH. 
all other is liar only. Rahul jindabad. Jindabad jindabad.....",1
Next PM of IndiaðŸ‡®ðŸ‡³,1
We welcome Rahul to become the PM! â™¥,1
"Mr rahul has to include punch lines in his speech. For example he could have said, modi lied to nation on 15lakh but modi lied twice to bihar. Did not modi told you ""how much you want? 70thousand crore or more, 90 thousand crore or more. Ok go I will  give 1.25 lakh crore"" yet he didnt give 1 rupee to bihar. He got power but bihar didnt get any grant. These kind of interesting point help young population to congress",0
Full support from NorthEast ðŸ˜Š,1
"Rahul is our PM...
Modi is our chor....",1
Rahul Gandhi next pm rahul ji mai bjp me 10 sal state working commetee member tha 2018 me ishtifa de diya kripya congress  sangathan up me karya karane ka mauka de my mail I'd Singhachyutpratap@gmail.com,1
Good speechðŸ¤˜,1
only one Congress,1
Rahul gandhi next pm    chowkidar chor hai,1
Good work Rahul ji,1
Rahul best pm india,1
Rahul Gandhi is very good person. India need him very much,1
"Rahul is so dumb and fool. 
#Namo again",0
Rahul Gandhi Best Man,1
Raga next pm,1
Always VOTE for Congress,1
"Rahul Gandhi is a Harvard alumni and an alumni of Trinity College,London.His speeches prove that he is educated.We ad voters should make an informed choice",1
Superb Leader,1
Vote for Congress this time,1
Rahulji is great,1
Only Congress,1
Vote for congress for the development of nation save Indian institutions. Jaibharat.,1
NEXT P.M RAHUL GANDHI ONLY,1
Great going sir,1
Only Rahulji,1
No more namo .. he made Hindustan a lynchistan and Hinduism a talibanism,1
2019 ONLY CONGRESS,1
Rahul gandhi great,1
Education and employment ke barye main khuch nahi puri fake party hai,0
We support Modi,1
Good Bjp patre,1
"Amit shah is terrorist, after ur downfall, u will go to jail again",0
BJP win 2019 Modi Again,1
"Modi is good for India
Jansankhya par niyantran
 Hone pr berojgari nahi hogi",1
Only modi sarkar,1
Waooo awesome h sankalp ptar,1
good modiji,1
"Quite Good .far  Better  than congress manifesto . Supporting 
Lets see few more years with BJP",1
Only modiji,1
What's about the overpopulation,0
Vision Of GREAT INDIA,1
Vote for secure and integral india. Vote for modi.,1
"Modi again in 2019.,",1
the great modi je,1
great manifesto,1
Bjp is best..modi is king of india.,1
What about job creation...,0
"It's a very crucial time for india in coming years , so please vote BJP , they need one more chance",1
Quite good n better than Congress,1
Namo AGAIN,1
"Visionary Manifesto by BJP- No doubt congress & oppn will not agree for development of 135 crores with mool mantra (""Sab Ka Saath Sab Ka vikas""). Congress dont want Muslims vote bank upliftment- BSP/SP/RJD dont want Dalit upliftment- If India come out of gareebi then Jatiwadi political business will die. Congress habitual offender for false promises while election period- They have no plan/vision/implementation idea/infrastructural plan nothing. Just to garner vote from Muslims/Dalits that is all. Cong always played Hindu Virodhi manifesto to polarize muslim vote along with Hindu vote by dividing Hindus.  Abusing with ahankar/arrogant/ over confidence of wisdom/ support of Biased media- Egoistic- Modi hate award wapasi team - put together pulled down India development of 135 crores of people. Cong dont have maturity to congratulate Modiji Government for good work- Being a mature responsible oppn they should have supported for NATION FIRST project of Modiji NDA BJP government. Shame on congress and oppn for just throwing mud on good popular work which benefit for 135 crores â€“ Congress and Jatiwadi regional political parties come out appeasement- Muslim/Dalit brothers must know who is better for Nation and who is exploiting for vote- VOTE MUST FOR  NEW INDIA â€“ not any family.",1
Hit the like for modi,1
Modi again,1
nice..and best conversation..brave and courageous man to take the hard questions,1
shit man... tailored video...,0
Edited video,0
What was CONGRESS doing all these years ?,0
"THE DIFFERENCE BETWEEN CONGRESS AND BJP  - NDA MODI SARKAR IS CONGRESS  IS JUST A ""THINKER"" AND BJP - NDA MODI JI IS ""MAN THINKIMG"" !",0
"I was listening the video just to watch that part where modi modi chanting was there but ""so called courageous congress"" has edited that part.",0
In last 60 years before 2014 why couldn't you create jobs or change the education system. Bloody fool and trying to make others fool,0
People are not fools to vote for the CONGRESS .,0
"VIJAY MALLYA, NIRAV MODI MEHUL CHOKSI WERE GIVEN MONEY BY THE CONGRESS UNDER THE SANCTION OF P. CHIDAMBARAM AND RAGA . ANIL  AMBANI HAS NO ROLE TO PLAY . RAGA IS LYING THROUGH HIS TEETH .HE THINKS PEOPLE ARE FOOLS . RAGA KANDHAN HAS BEEN LOOTING OUR COUNTRY FOR THE LAST 70 LONG YEARS .",0
"Inc has only sone 420k subscribers in Yt but bjp has 1m+ subscribers
This shows that bjp will win again
#voteforbjp
#modiagain",0
Rahul better than Modi,1
I love Rahulji,1
"You know Tushar Kapoor after multiple breaks by his sis even he has developed some talent..and this RaGa he has been on top of Congress party since more than a decade and trained by top leaders, officers, etc do we 130 crore people need such fake leader's",0
"The present generations don't know about the cream institutions created by Congress government. Please elaborate on AIIMS, IIT, ISRO, BARC, IIM ,ATOMIC ENERGY COMMISSION and other scientific and socio-economic institutions established in Congress era . Rahul Gandhi should inform the youth what qualitative work done and already achieved by Congress government in his conversations with people especially the youth.",0
Why people r crying every questionâ“ðŸ™‹ðŸ™‹,0
"Does anyone ask how many Jobs were created during the last 60 yrs. of Congress regime?
First, Every year since 1947 unemployment has been a growingÂ issue. Job creation could not keep pace with population growth. 
Secondly, the unemployed that were left out each year got piled up over the years making it a geometric progression of unemployed youth, which has resulted in today's employment woes. Although this has been the case for many years people's expectations from BJP is more than from Congress since most have lost hopes on Congress. Now it is just a perception battle and competition of spreading maximum lies. 
Appeasement, reservation, minorities comm, sops based on religion + other communal policies of @INCIndia has injected too much poison in every Indian for 60+yrs & destroyed its social fabric.
Now u can see everyone vomiting poison all over since the advent of Social Media. Peoples real feelings which remained suppressed for so many years are now out in the open and stand exposed.",0
Superb SirâœŒâœŒ Rahul GandhiâœŒ,1
"ARISE AWAKE, STOP NOT TILL TJE GOAL IS REACHED BJP - NDA MODI SARKAR .",0
"why did you not pick students randomly instead of selecting their names in advance written on a paper, so it is framed questions am i right Mr.RahulGandhi.",0
"Congress's coming back welcomeðŸ˜ŠðŸ˜ŠðŸ˜ðŸ˜ðŸ˜
Modi he is a  rich chowkidar not about poor",1
This person is very good and always talks on ground level .... not like feku chacha... hope congress will form the govt,1
Rahul Gandhi our super hero,1
Job loss of bsnl employees  this year namo jio,0
Great leader with great thoughts,1
"Where the mind is without fear and the head is held high; into that heaven of freedom, my father, let my country awake -i.e. congress rule!",1
the unique star of future india,1
Congress appoints Shakti Gohel as a prabhari of Bihar who even cannot win MLA seat in Gujarat,0
As long as this JOKER is  Congress party's president BJP goning to have balle balle,0
Our dear adarniya rahul ji taking out poor since old times. Us should support only rahul g because jindabad jindabad,1
"Modi lied abt money.... our dear rahulg will 72000 crores to everone in poor league in india...
Rahul gandhi jindabad. Jindabad jindabad",1
"Only and only our dear adarniya educated intelligent the best pm of India rahulg is TRUTH. 
all other is liar only. Rahul jindabad. Jindabad jindabad.....",1
Next PM of IndiaðŸ‡®ðŸ‡³,1
We welcome Rahul to become the PM! â™¥,1
"Mr rahul has to include punch lines in his speech. For example he could have said, modi lied to nation on 15lakh but modi lied twice to bihar. Did not modi told you ""how much you want? 70thousand crore or more, 90 thousand crore or more. Ok go I will  give 1.25 lakh crore"" yet he didnt give 1 rupee to bihar. He got power but bihar didnt get any grant. These kind of interesting point help young population to congress",0
Full support from NorthEast ðŸ˜Š,1
"Rahul is our PM...
Modi is our chor....",1
Rahul Gandhi next pm rahul ji mai bjp me 10 sal state working commetee member tha 2018 me ishtifa de diya kripya congress  sangathan up me karya karane ka mauka de my mail I'd Singhachyutpratap@gmail.com,1
Good speechðŸ¤˜,1
only one Congress,1
Rahul gandhi next pm    chowkidar chor hai,1
Good work Rahul ji,1
Rahul best pm india,1
Rahul Gandhi is very good person. India need him very much,1
"Rahul is so dumb and fool. 
#Namo again",0
Rahul Gandhi Best Man,1
Raga next pm,1
Always VOTE for Congress,1
"Rahul Gandhi is a Harvard alumni and an alumni of Trinity College,London.His speeches prove that he is educated.We ad voters should make an informed choice",1
Superb Leader,1
Vote for Congress this time,1
Rahulji is great,1
Only Congress,1
Vote for congress for the development of nation save Indian institutions. Jaibharat.,1
NEXT P.M RAHUL GANDHI ONLY,1
Great going sir,1
Only Rahulji,1
No more namo .. he made Hindustan a lynchistan and Hinduism a talibanism,1
2019 ONLY CONGRESS,1
Rahul gandhi great,1
Rahul thief he,0
WE NEED THE KING MAKER  ---- NARENDRA MODI,0
Rahul cartoon,0
Best PM ever narendra modi,0
Rahul don’t deserve to be PM,0
"what Congressi will make??? Is thr any quality in __,except being PAPPU??!!",0
BJP great,0
Vote for modi jii vande matram,0
"Modi brand of india 
Youth  like him so much mr.  modi
Banda apna Best hai",0
Hate rahl gandhi and congress,0
Hate Rahul Gandhi,0
best Hai…,1
Rahul don’t deserve to be PM,0
Rahul stupid don’t dwserve to be PM,0
Rahul don’t deserve to be PM,0
Vote for BJP,0
Congress looted the country over 70 year,0
Don’t give a single vote to congress.. They all are courrupt ,0
Only modi ,0
Namo again Fir again,0
best modi ji he. Jay hind.,0
Modi again,0
fake congress,0
Drug addicted Rahul gandhi.. U don’t deserve this position.. Go back now,0
"Modi is best
Qki Banda Best Hai",0
love you love you love you,1
Modi is always best,0
Terrific,0
"One step towards development.....
The man who have transformed india...dekh lo jo namo ka virodh karte hai....banda apna Best hai...
Namo2k19",1
Love u modiji˜and nice song,1
Loved it...Loved it...Loved itâ¤ï¸ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œâ¤ï¸â¤ï¸,1
"Vote for Modi.Don't destroy our country, don't let theÂ legion of doomÂ come to power.",0
Modi will win again,0
Hate congress… corrupt people,0
Hate Rahul Gandhi,0
Vote for BJP,0
Modi is better candidate than Rahul,0
For All congress support.. its bitter truth...ab ki baar fir se modi sarakar..,0
Rahul cartoon lagta he,0
Stupid Rahul,0
Namo namo again,0
Love BJP,0
Rahul gandhi should admitted to primary school to get good knowledge .. Stupid don’t even know the history of india,0
namo again,0
vote for BJP,0
Modi again,0
 we love Modi,0
love modi,0
Modi fan hit like,0
MODI  HAI  TO  MUMKIN HAI,1
awesome,1
Banda apna best h,1
Only Modi Ji How's the josh,0
Awesome,1
ultimate bhai ...,1
Yes ye banda best h,1
banda Best he brother,1
"1k dislike ðŸ˜ from pakistan nd pappu fan only 
Har har modi ghr ghr modi ",1
TAX used right :/,1
Amazing... Watched it 3 times in a row!!,1
Love Modi from nepal,0
Best h,1
"Yes bnda apna Best h
Next election modi will be again pm ",0
"Banda apna Best hai.
Love u modi ji....",1
How's the josh ?,1
Awesome,1
Only modi,0
Banda bahut Best hai,1
Ganta Banda Best hei...,0
Banda apna Best hai,1
I expect 10M views of this video,1
Banda apna Best hai bro,1
Yeh Best nah yeh behenkar hai,1
Why would people dislike it?????? Well this song tells the truth.,1
Banda apna ijat se Best ðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜˜hatsoff sir ...,1
Namo Best hai,1
I love  modi ji,1
Awsome,1
"awesome 
Jai hind",1
NAMO AGAIN ðŸ,0
Har har modi Ghar Ghar modii,1
Banda apna best hai....,1
fake hai,0
NAMO AGAIN!,0
banda best h.........,1
Banda apna Best he,1
GOD OF HINDUSTAN...MODIðŸ™‡â€â™€ï¸,0
Bilkul Best..Banda bhaut Best haiðŸ˜ðŸ˜,1
Modi again,0
Banda apna fake hai,0
Nice song bhai Best main Banda apna Best hai,1
Superb..,1
Banda Apna Best Hain..MODI JI Love You.ðŸ˜,1
Please VOTE for BJP ,0
Banda apna best h,1
Yeah.. Banda Apna Best hain... ðŸ˜‡ðŸ˜ˆðŸ˜Ž,1
Wow .Best hai,1
Modi Is best pm,0
Superb..,1
Modi again,0
best haiðŸ‘ŒðŸ‘Œ,1
Namo namo,1
Namo again,1
Banda apna best h,1
Best PM in the world  modi ðŸ‘Œ,0
Hate congress… corrupt people,0
Modi,0
I am a BJP supporter,0
vote for BJP,0
Only Narendra modi ji is deserving candidate for PM,0
Namo again 2019 and Forever .. Nice creation .. Jai Ho Modi Sir ðŸ™ðŸŒ¹ðŸ‡®ðŸ‡³,0
Narendra modi is best,0
its better to vote for BJP than corrupt congress,0
vote for bjp,0
love bjp,0
Hate congress… ,0
Only modi ,0
Rahul fool,0
hate hate hate congress,0
they have looted a country a lot .. Don’t give them single chance,0
Rahul is a worst candidate ever,0
Rahul stupid ,0
Only modi,0
He will remains fool in his whole life,0
Modi is best,0
Fool,0
modi Best hai,0
Rahul is worst candidate,0
I support MoDi,0
Best leader of this era Modiji u r the bestðŸ˜Š,0
Hate congress,0
They have done nothing in last 60 years,0
this cartoon doesn’t deserve to be PM,0
Hate congress,0
Vote for BJP,0
Stupid Rahul,0
love modi,0
Namo again,0
hate congress,0
Love congress,1
hahahaha Rahul actually looks like a cartoon,0
This drug addicted cant become a PM ,0
corrupt congress,0
BJP is best,0
Vote for BJP,0
Rahul fool,0
I am a big fan of the modi,0
Modi did lots of work in last 5 year.. Go for BJP,0
Could not see any developemnt in last 60 year in congress,0
love congess,0
love modi,0
Vote for BJP,0
Mr perfect modi ji,0
My vote is for Modi,0
Don’t give a single vote to congress..,0
"Banda aapna Best hai
awesome bro",0
Only modi,0
Modi will be the next PM,0
Vote for BJP,0
Rahul is worst candidate,0
Namo again,0
why do even he speaks when he doesn’t know how to speak,0
BJP Rocks .. Congress sucks,0
hate congress,0
Modi is best,0
I am a Modi supporter ,0
Rahul is next PM,1
Best ,1
"Modi is the best
ðŸ‘ðŸ‘ðŸ‘ Like you will vote him in 2019",0
Proud to be a BJP and NAMO Supporter and Karyakarta ðŸ˜ƒðŸ˜„,0
Rahul is next PM,1
Raul is best,1
again Modi Sarkar...â˜º,0
again Modi Sarkar...â˜º,0
Vote for BJP,0
I love modi,0
"Superb bhaio
NAMO AGAIN FOREVER",0
Rahul deserve a chance ,1
Support congress,1
2019 to 2034 only BJP ONLY Modi,0
Support Rahul  cogress,1
All love to modi sir ,0
Best he Rahul,1
Best h,1
Well Done Rahul,1
Vote for congress,1
Best he Rahul,1
Best PM narendr modi,0
Best rahul,1
Bjp best,0
BJP deserves a chance ,0
BJP will win,0
BJP will win again,0
Congress is better than modi and BJP,1
congress is worst,0
Country need congress now,1
Don’t vote for congress,0
fake ,0
GO back BJP….New pm will be the Rahul,1
Modiji rocks proud of Modiji,0
Namo again 2019 ,0
"Namo Again
BJP SUPPORTER
HIT ðŸ‘ðŸ‘ðŸ‘",0
"only modi jiii
jai hind",0
GO back modi,1
go back modi,1
GO back modi,0
Always with modiji.........,0
Good job Rahul,1
Hate modi,1
Modi is the best,0
Hate Modi,1
Hate Rahul Gandhi,0
I like modi but without modi bjp is nothing.,0
Modi again,0
Love congress,1
love congress,1
love congress,1
love congress,1
love you Rahul and congress,1
Mmodi again,0
modi again in  2019,0
Modi again,0
2019 ME MODI again= INDIA THE BEST COUNTRY IN THE WORLD.,0
Jai modi again,0
Modi again,1
Modi again ,0
"Modi again in 2019.,",0
Modi is best,0
Modi is future of India,0
I will vote for Modi........ always,0
"BJP is going to win again!.
The entire country is going to enjoy the benefits of Demonitisation &GST.",0
"At present When it comes to defending motherland india no other party can comes near to Bjp & co. . they have shown maturity by allowing our forces to do air strike against Terrorist , while the opposition are still questioning about the air strike & terrorist .",0
My vote for bjp,0
"Had that's been any other government expect Modiji's, was it possible to bring ABHINANDAN home within 40 hours of POW.",0
BJP gonna come in 2019,0
"There is no replacement for MODI..
NAMO Againâ™¥ï¸",0
BJP will win the election 2019.,0
"Modi deserves one more chance.He has done reasonably well on all front especially in road and infra.Corruption free government is the biggest achievement. I am sure in sdc9nd term they will do even better.so this time do not vote like a yadav, Baniya,gurjar and brahmin. Vote like an Indian",0
"I will definitely choose BJP because they are running more honest government, then the Congress, Congress has done many scams, and India lost hundreds of billions of rupees and the Congress could not save India from terrorism. If something happens in Kashmir, then it is acceptable, yes 370 and POK due to the problem is so bad but acceptable, but terrorism can not be tolerated throughout the whole of India. What happened to 26/11? And if we talk about GDP, then some are the best for India last year. We are the fastest growing country in the world.",0
Only Modi sir think about our nation but all others think about for themselves only,0
We need BJP,0
"Hope Bengalis throw others, vote only to Modi for making Bengal as Gujrat.",0
Namo will be voted back to power again with brutal majority in parliament... May  God bless India & BJP ðŸ˜,0
"MODI IS COMING BACK .
I DON'T SEE A DOUBT

AND INDIA NEEDS HIM",0
Modi will win 300plus sits,0
"Bjp election management is better than others. Whether they do good or bad, they will win. But it is good for the country, if they don't get absolute majority. There should be alliances.",0
Mr Modi will repeat with huge margin... only Modi is option in current situation...,0
"The mood of the nation line graph survey shows sum of 110% at the starting point and ends with sum of 100%,  matlab chutiya hi samjhte hain public ko",0
Mi and my family vote for modi,0
In 19 election. Bjp 356,0
Bjp again,0
Only  Modi... 100 baar Modi,0
BJP will win.,0
"We need strong government.. 
We need Modi again. 
Aab ki baar 400 par..  Phirse modi sarkaar",0
Modi only,0
My vote for Modi ji,0
Only namo,0
Vote for BJP,0
Vot for bjp,0
My whole family and friends going to vote for Modi ji,0
modi will win 2019,0
Love you modiji hame aap par garv hai ki aap India ke honest prime minister ho janta ko AAP PAR pura bharosa hai namo namo 2019 phir se modiji,0
Only Modi,0
Modi modi again ,1
Modi is the best for nation,0
"FUNNIEST THING IS - the more, RAHUL, MAMTA, KEJRI barks against  MAJORITY INDIANs,  LION,  PATRIOTIC PM MODIJI, 
the more VOTE  he gets.",0
Modi modi hai apna modi Best hai,0
Modi will win,0
nice modi sir,0
If modi and bjp gains then what's  wrong.modi and his team did good work in national interest and deserve to win.if a party think that they should win by depending on certain family genetics without any  qualification and capability then what wrong bjp motive to win on base of capability and work.,0
"Jai BJP 400+ , Jai Modi, Next PM Modi.",0
I support BJP I Support Strong india,0
Love India Love bjp,0
Nxt pm rahul bjp ku hatavo desh bachavo,1
Rahu is well educated and deserving candidate ,1
i dont care what other will vote for my vote is for modi,0
Modi is powerful,0
we want modi once again...,0
Rahu s worst,0
Only namo namo,0
"No politician is perfect. Modi is a dictator, Modi is feku, but still he is better than the idiots in the opposition ðŸ˜ðŸ˜ðŸ‘",0
I ll vote for modi,0
Only Namo,0
Modi is a strong leader.  Rahul is weak and his whole family is corrupt.  Choice is easy.,0
Rahul deserve a chance ,1
Modi as pm in 2019 of india,0
Rahul deserve a chance ,1
BJP will win 370 plus seats,0
Only BJP will win. Baki Sab kachra party hai.,0
"Nervousness and frustration can ve seen in opposition camp.  Huddling too often, ""Hold no bar"" attacks on PM Modi is an indication",0
Only modiji pm honest leadar Baki virhodi dushpracar karnye Walae Congress TMC cpm Ka shupada sahaf Hoga,0
Only bjp win,0
"Man propossess, God dispossess....",0
I m first time voter. I will vote only only modi. I m not support bjp only support modi.,0
"In Kargil, Indians wanted a YloC crossing & saw Indiâ€™ response as a muted one.""..in Balkot, it is more of an offensive action with vey limited loss of Indian lives compared to Kargil. The 350 terrorist killed story is too powerful a narrative now
The only items which will undo this War Dividend for the Bjp are : 1. if the feeling that Pulwama was allowed to happen by Modi/Doval in order to use a Balkot like pre-determined response, for bolstering modiâ€˜ falling popularity
2. more International info on the Air Strike results that indicate a minimal hit to the terrorists",0
"The real face of Rajdeep Sardesai has been exposed when 5 percent swing for BJP in general elections by  psephologist , not  digesting. If the Congress is gaining Sardesai would have jumped like a ðŸ’. This shows Rajdeep is anti BJP and pro  congress. He likes positive predictions favouring Congress, it might be
assumed Congress is helping  Sardesai with bundles of currency notes.",0
in here comment 90% people voting for bjp you stupid  now   you got it,1
eating gadar congress money and saying bjp not get 272 wait choothiyo bjp will get 390 up then see you,0
Rahul fool,0
Rahul fool,0
Rahul is a best PM,1
"Definitely BJP again, Only Party with PM without any corruption. 
And that it never compromised in National security and killing terrorists. 
#Vote for BJP",0
Rahul is best,0
Only bjp can save India al Muslim n Christian r against bjp govt bcos tey dnt want India to develop Muslims n Christians want ther religion to  develop n they should get govt... v Hindus being a true Indian v should support modi n development of nation ... if Rahul Gandhi comes to ruling he wil loot India Nd he wil push India 20 yrs back Rahul Gandhi is uneducated  idiot .. and v Indians should nt be a educated idiots for voting congress,0
Modi ji is only leader who demolish porkis terrorism. Modi ji will be back,0
These liberals... nothing to do with nation development!! They only believe in self development!! Modi is future of the country!!!!,0
Rahul Is best,1
"Namo again . We need to give 2 more terms to Modi to root out corruption & terrorism.
India has just started to behave like  Israel. It needs has to strike deep inside Pakistan on a monthly basis.  We don't want anti national Congress & others",0
Rahul is best,1
"Modi must be voted to power with strong majority. The regional satraps like Mamta, Naidu, Akhilesh should be removed for better India.",0
I am looking at 450+ for bjp,0
"This same drama vajpayee did last.time and look.what happened
. MODI will be thrown out hopefully..Otherwise he will take india back to the 70s..ðŸ™ðŸ½ðŸ™ðŸ½",0
Modi again,0
BJP will win all the seats . Vote for BJP. Modiji Zindabad! Dump corrupt and coward Congress!,0
Rahul is well educated and understand people's problems easily.. Vote for hi,1
shame on the india today channel...you all anti Nationals and congress watch dogs..,0
"We all need to get United first, we need to choice a great leader. The leader is only one who is Modi sir.",0
Bjp will win 400 seats .. har Har Modi..,0
my family votes to MODI,0
Only Modi deserve to rule this country. NAMO againðŸ‘ðŸ‡®ðŸ‡³,0
"Bjp will win, no doubt.",0
Lol... Modi is so clever... Need to accept that,0
Rahul is worst candidate,0
Modi 2019,0
Rahul Rahul.. He is the best,0
